textId,sourceType,studentId,text,signalType,confidence,severity,requiresReview
TXT-004525,mood_checkin,STU-2026-0131,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.923,low,False
TXT-004526,mood_checkin,STU-2026-0131,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.886,low,False
TXT-004527,mood_checkin,STU-2026-0131,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.977,low,False
TXT-004528,mood_checkin,STU-2026-0131,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.909,low,False
TXT-004529,mood_checkin,STU-2026-0131,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.901,low,False
TXT-004530,mood_checkin,STU-2026-0131,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.824,low,False
TXT-004531,mood_checkin,STU-2026-0131,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.931,low,False
TXT-004532,mood_checkin,STU-2026-0131,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.964,low,False
TXT-004533,mood_checkin,STU-2026-0131,"Standard school day, revised chapter 4 during the study break.",neutral,0.809,low,False
TXT-004534,mood_checkin,STU-2026-0131,Scored well on the math quiz! Hard work is finally paying off.,positive,0.914,low,False
TXT-004535,mood_checkin,STU-2026-0131,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.904,low,False
TXT-004536,mood_checkin,STU-2026-0131,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.806,low,False
TXT-004537,mood_checkin,STU-2026-0131,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.873,low,False
TXT-004538,mood_checkin,STU-2026-0131,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.953,low,False
TXT-004539,mood_checkin,STU-2026-0131,Scored well on the math quiz! Hard work is finally paying off.,positive,0.895,low,False
TXT-004540,mood_checkin,STU-2026-0131,"Standard school day, revised chapter 4 during the study break.",neutral,0.918,low,False
TXT-004541,mood_checkin,STU-2026-0131,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.965,low,False
TXT-004542,mood_checkin,STU-2026-0131,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.949,low,False
TXT-004543,mood_checkin,STU-2026-0131,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.853,low,False
TXT-004544,mood_checkin,STU-2026-0131,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.868,low,False
TXT-004545,mood_checkin,STU-2026-0131,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.918,low,False
TXT-004546,mood_checkin,STU-2026-0131,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.858,low,False
TXT-004547,mood_checkin,STU-2026-0131,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.949,low,False
TXT-004548,mood_checkin,STU-2026-0131,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.857,low,False
TXT-004549,mood_checkin,STU-2026-0132,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.873,low,False
TXT-004550,mood_checkin,STU-2026-0132,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.972,low,False
TXT-004551,mood_checkin,STU-2026-0132,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.888,low,False
TXT-004552,mood_checkin,STU-2026-0132,Scored well on the math quiz! Hard work is finally paying off.,positive,0.962,low,False
TXT-004553,mood_checkin,STU-2026-0132,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.937,low,False
TXT-004554,mood_checkin,STU-2026-0132,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.926,low,False
TXT-004555,mood_checkin,STU-2026-0132,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.889,low,False
TXT-004556,mood_checkin,STU-2026-0132,Scored well on the math quiz! Hard work is finally paying off.,positive,0.963,low,False
TXT-004557,mood_checkin,STU-2026-0132,Scored well on the math quiz! Hard work is finally paying off.,positive,0.971,low,False
TXT-004558,mood_checkin,STU-2026-0132,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.953,low,False
TXT-004559,mood_checkin,STU-2026-0132,Scored well on the math quiz! Hard work is finally paying off.,positive,0.942,low,False
TXT-004560,mood_checkin,STU-2026-0132,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.915,low,False
TXT-004561,mood_checkin,STU-2026-0132,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.895,low,False
TXT-004562,mood_checkin,STU-2026-0132,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.98,low,False
TXT-004563,mood_checkin,STU-2026-0132,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.885,low,False
TXT-004564,mood_checkin,STU-2026-0132,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.989,low,False
TXT-004565,mood_checkin,STU-2026-0132,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.903,low,False
TXT-004566,mood_checkin,STU-2026-0132,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.974,low,False
TXT-004567,mood_checkin,STU-2026-0132,Scored well on the math quiz! Hard work is finally paying off.,positive,0.898,low,False
TXT-004568,mood_checkin,STU-2026-0132,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.916,low,False
TXT-004569,mood_checkin,STU-2026-0132,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.881,low,False
TXT-004570,mood_checkin,STU-2026-0132,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.948,low,False
TXT-004571,mood_checkin,STU-2026-0132,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.926,low,False
TXT-004572,mood_checkin,STU-2026-0132,Scored well on the math quiz! Hard work is finally paying off.,positive,0.904,low,False
TXT-004573,mood_checkin,STU-2026-0132,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.963,low,False
TXT-004574,mood_checkin,STU-2026-0133,Scored well on the math quiz! Hard work is finally paying off.,positive,0.977,low,False
TXT-004575,mood_checkin,STU-2026-0133,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.933,low,False
TXT-004576,mood_checkin,STU-2026-0133,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.935,low,False
TXT-004577,mood_checkin,STU-2026-0133,"Standard school day, revised chapter 4 during the study break.",neutral,0.905,low,False
TXT-004578,mood_checkin,STU-2026-0133,Regular school day. Completed notes in English and started the math homework.,neutral,0.868,low,False
TXT-004579,mood_checkin,STU-2026-0133,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.945,low,False
TXT-004580,mood_checkin,STU-2026-0133,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.897,low,False
TXT-004581,mood_checkin,STU-2026-0133,Regular school day. Completed notes in English and started the math homework.,neutral,0.798,low,False
TXT-004582,mood_checkin,STU-2026-0133,"Standard school day, revised chapter 4 during the study break.",neutral,0.742,low,False
TXT-004583,mood_checkin,STU-2026-0133,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.785,low,False
TXT-004584,mood_checkin,STU-2026-0133,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.821,low,False
TXT-004585,mood_checkin,STU-2026-0133,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.948,low,False
TXT-004586,mood_checkin,STU-2026-0133,Scored well on the math quiz! Hard work is finally paying off.,positive,0.93,low,False
TXT-004587,mood_checkin,STU-2026-0133,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.928,low,False
TXT-004588,mood_checkin,STU-2026-0133,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.832,low,False
TXT-004589,mood_checkin,STU-2026-0133,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.727,low,False
TXT-004590,mood_checkin,STU-2026-0133,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.922,low,False
TXT-004591,mood_checkin,STU-2026-0133,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.871,low,False
TXT-004592,mood_checkin,STU-2026-0133,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.725,low,False
TXT-004593,mood_checkin,STU-2026-0133,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.849,low,False
TXT-004594,mood_checkin,STU-2026-0133,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.925,low,False
TXT-004595,mood_checkin,STU-2026-0133,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.886,low,False
TXT-004596,mood_checkin,STU-2026-0133,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.96,low,False
TXT-004597,mood_checkin,STU-2026-0133,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.895,low,False
TXT-004598,mood_checkin,STU-2026-0133,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.935,low,False
TXT-004599,mood_checkin,STU-2026-0133,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.942,low,False
TXT-004600,mood_checkin,STU-2026-0133,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.915,low,False
TXT-004601,mood_checkin,STU-2026-0133,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.935,low,False
TXT-004602,mood_checkin,STU-2026-0133,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.918,low,False
TXT-004603,mood_checkin,STU-2026-0134,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.987,low,False
TXT-004604,mood_checkin,STU-2026-0134,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.897,low,False
TXT-004605,mood_checkin,STU-2026-0134,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.896,low,False
TXT-004606,mood_checkin,STU-2026-0134,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.924,low,False
TXT-004607,mood_checkin,STU-2026-0134,Scored well on the math quiz! Hard work is finally paying off.,positive,0.915,low,False
TXT-004608,mood_checkin,STU-2026-0134,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.902,low,False
TXT-004609,mood_checkin,STU-2026-0134,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.906,low,False
TXT-004610,mood_checkin,STU-2026-0134,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.955,low,False
TXT-004611,mood_checkin,STU-2026-0134,Scored well on the math quiz! Hard work is finally paying off.,positive,0.926,low,False
